stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
GVB:01002,01002,"Amsterdam, Hilversumstraat",52.389733,4.958979,0,stoparea:GVB:01001,,0,,
GVB:01004,01004,"Amsterdam, Volendammerweg",52.391688,4.957564,0,stoparea:GVB:01004,,1,,
GVB:01005,01005,"Amsterdam, Volendammerweg",52.39306,4.956802,0,stoparea:GVB:01005,,1,,
GVB:01006,01006,"Amsterdam, Purmerweg",52.390027,4.948472,0,stoparea:GVB:01006,,0,,
GVB:01007,01007,"Amsterdam, Purmerweg",52.389992,4.948708,0,stoparea:GVB:01006,,0,,
GVB:01008,01008,"Amsterdam, Wognumerplantsoen",52.387622,4.949392,0,stoparea:GVB:01008,,0,,
GVB:01009,01009,"Amsterdam, Wognumerplantsoen",52.387389,4.949586,0,stoparea:GVB:01008,,0,,
GVB:01010,01010,"Amsterdam, Schellingw.dijk 83",52.386354,4.953958,0,stoparea:GVB:01010,,0,,
GVB:01011,01011,"Amsterdam, Schellingw.dijk 83",52.386425,4.953796,0,stoparea:GVB:01010,,0,,
GVB:01012,01012,"Amsterdam, Schellingw.dijk 175",52.385723,4.958503,0,stoparea:GVB:01012,,0,,
GVB:01013,01013,"Amsterdam, Schellingw.dijk 175",52.385643,4.958798,0,stoparea:GVB:01012,,0,,
GVB:01014,01014,"Amsterdam, IJdijk",52.383888,4.963118,0,stoparea:GVB:01014,,0,,
GVB:01015,01015,"Amsterdam, IJdijk",52.384085,4.962735,0,stoparea:GVB:01014,,0,,
GVB:01016,01016,"Amsterdam, Liergouw",52.381769,4.966252,0,stoparea:GVB:01016,,0,,
GVB:01017,01017,"Amsterdam, Liergouw",52.381886,4.966163,0,stoparea:GVB:01016,,0,,
GVB:01018,01018,"Amsterdam, Volkstuin",52.379435,4.974455,0,stoparea:GVB:01018,,0,,
GVB:01019,01019,"Amsterdam, Volkstuin",52.379757,4.974041,0,stoparea:GVB:01018,,0,,
GVB:01020,01020,"Amsterdam, Durgerd.dijk 4",52.376311,4.978156,0,stoparea:GVB:01020,,0,,
GVB:01021,01021,"Amsterdam, Durgerd.dijk 4",52.376123,4.978495,0,stoparea:GVB:01020,,0,,
GVB:01022,01022,"Amsterdam, Durgerd.dijk 36",52.375799,4.986149,0,stoparea:GVB:01022,,0,,
GVB:01023,01023,"Durgerdam, Durgerd.dijk 36",52.375907,4.986251,0,stoparea:GVB:01022,,0,,
GVB:01024,01024,"Durgerdam, Durgerd.dijk 82",52.377452,4.988807,0,stoparea:GVB:01024,,0,,
GVB:01025,01025,"Durgerdam, Durgerd.dijk 82",52.37728,4.988427,0,stoparea:GVB:01024,,0,,
GVB:01026,01026,"Durgerdam, Kabelhuisje",52.377865,4.991212,0,stoparea:GVB:01026,,0,,
GVB:01027,01027,"Durgerdam, Kabelhuisje",52.378191,4.991958,0,stoparea:GVB:01026,,0,,
GVB:01028,01028,"Durgerdam, Durgerd.dijk 175",52.379574,4.996924,0,stoparea:GVB:01028,,0,,
GVB:01029,01029,"Durgerdam, Durgerd.dijk 175",52.379983,4.998287,0,stoparea:GVB:01028,,0,,
GVB:01030,01030,"Durgerdam, Uitdammerdijk",52.381146,5.002183,0,stoparea:GVB:01030,,0,,
GVB:01031,01031,"Durgerdam, Uitdammerdijk",52.380991,5.001744,0,stoparea:GVB:01030,,0,,
GVB:01032,01032,"Durgerdam, Durgerd. gouw 37",52.384777,5.002387,0,stoparea:GVB:01032,,0,,
GVB:01033,01033,"Durgerdam, Durgerd. gouw 37",52.384732,5.002402,0,stoparea:GVB:01032,,0,,
GVB:01034,01034,"Ransdorp, Durgerd.gouw 20",52.387708,5.002684,0,stoparea:GVB:01034,,0,,
GVB:01035,01035,"Ransdorp, Durgerd.gouw 20",52.387717,5.002699,0,stoparea:GVB:01034,,0,,
GVB:01036,01036,"Ransdorp, Dorpsweg",52.390778,4.995988,0,stoparea:GVB:01036,,0,,
GVB:01037,01037,"Ransdorp, Dorpsweg",52.390824,4.996282,0,stoparea:GVB:01036,,0,,
GVB:01038,01038,"Ransdorp, Ransdorp (kerk)",52.393181,4.994175,0,stoparea:GVB:01038,,0,,
GVB:01039,01039,"Ransdorp, Ransdorp (kerk)",52.393253,4.994189,0,stoparea:GVB:01038,,0,,
GVB:01040,01040,"Ransdorp, Nieuwe Gouw",52.395882,4.995723,0,stoparea:GVB:01040,,0,,
GVB:01041,01041,"Ransdorp, Nieuwe Gouw",52.395827,4.995474,0,stoparea:GVB:01040,,0,,
GVB:01042,01042,"Ransdorp, Bloemend.gouw 42",52.396405,5.004343,0,stoparea:GVB:01042,,0,,
GVB:01043,01043,"Ransdorp, Bloemend.gouw 42",52.39616,5.006505,0,stoparea:GVB:01042,,0,,
GVB:01044,01044,"Ransdorp, Kinselmeer",52.39602,5.010443,0,stoparea:GVB:01044,,0,,
GVB:01045,01045,"Ransdorp, Kinselmeer",52.396083,5.010575,0,stoparea:GVB:01044,,0,,
GVB:01046,01046,"Amsterdam, Bloemend.gouw 69",52.403324,5.018096,0,stoparea:GVB:01046,,0,,
GVB:01047,01047,"Amsterdam, Bloemend.gouw 69",52.403215,5.017906,0,stoparea:GVB:01046,,0,,
GVB:01048,01048,"Amsterdam, Blijkmeer",52.408899,5.02478,0,stoparea:GVB:01048,,0,,
GVB:01049,01049,"Amsterdam, Blijkmeer",52.408953,5.024794,0,stoparea:GVB:01048,,0,,
GVB:01050,01050,"Holysloot, Bloemend.gouw 38",52.413323,5.02567,0,stoparea:GVB:01050,,0,,
GVB:01051,01051,"Holysloot, Bloemend.gouw 38",52.413251,5.025626,0,stoparea:GVB:01050,,0,,
GVB:01052,01052,"Holysloot, Holysloot",52.413205,5.025068,0,stoparea:GVB:01052,,0,,
GVB:01053,01053,"Amsterdam, Buikslotermeerplein",52.400177,4.934883,0,stoparea:GVB:01053,,0,,
GVB:01058,01058,"Amsterdam, Purmerplein",52.390782,4.945865,0,stoparea:GVB:01058,,1,,
GVB:01059,01059,"Amsterdam, Purmerplein",52.390458,4.945692,0,stoparea:GVB:01058,,1,,
GVB:01060,01060,"Amsterdam, Wervershoofstraat",52.392496,4.940383,0,stoparea:GVB:01060,,0,,
GVB:01061,01061,"Amsterdam, Wervershoofstraat",52.392708,4.939543,0,stoparea:GVB:01060,,0,,
GVB:01062,01062,"Amsterdam, Nieuwe Purmerweg",52.394485,4.934133,0,stoparea:GVB:01062,,0,,
GVB:01063,01063,"Amsterdam, Nieuwe Purmerweg",52.394181,4.934504,0,stoparea:GVB:01062,,0,,
GVB:01064,01064,"Amsterdam, Het Breed",52.398299,4.932434,0,stoparea:GVB:01064,,0,,
GVB:01065,01065,"Amsterdam, Het Breed",52.39809,4.931893,0,stoparea:GVB:01064,,0,,
GVB:01066,01066,"Amsterdam, Olof Palmeplein",52.396835,4.939942,0,stoparea:GVB:01066,,0,,
GVB:01067,01067,"Amsterdam, Ilperveldstraat",52.395037,4.944647,0,stoparea:GVB:01067,,1,,
GVB:01068,01068,"Amsterdam, Ilperveldstraat",52.394958,4.945162,0,stoparea:GVB:01067,,0,,
GVB:01069,01069,"Amsterdam, De Egmondenstraat",52.393608,4.94948,0,stoparea:GVB:01069,,0,,
GVB:01070,01070,"Amsterdam, De Egmondenstraat",52.394088,4.948094,0,stoparea:GVB:01069,,0,,
GVB:01071,01071,"Amsterdam, Waterlandplein",52.391836,4.953934,0,stoparea:GVB:01071,,1,,
GVB:01076,01076,"Amsterdam, Waterlandplein",52.392738,4.952471,0,stoparea:GVB:01071,,1,,
GVB:01077,01077,"Amsterdam, Dijkmanshuizenstraat",52.396269,4.954405,0,stoparea:GVB:01077,,1,,
GVB:01078,01078,"Amsterdam, Dijkmanshuizenstraat",52.395497,4.954751,0,stoparea:GVB:01077,,0,,
GVB:01079,01079,"Amsterdam, Beemsterstraat",52.397743,4.951937,0,stoparea:GVB:01079,,0,,
GVB:01080,01080,"Amsterdam, Markengouw",52.399211,4.952981,0,stoparea:GVB:01080,,0,,
GVB:01081,01081,"Amsterdam, Markengouw",52.399212,4.953098,0,stoparea:GVB:01080,,0,,
GVB:01082,01082,"Amsterdam, Zunderdorpergouw",52.403896,4.96084,0,stoparea:GVB:01082,,0,,
GVB:01083,01083,"Amsterdam, Zunderdorpergouw",52.40459,4.961495,0,stoparea:GVB:01082,,0,,
GVB:01084,01084,"Amsterdam, Kerklaan",52.407297,4.964482,0,stoparea:GVB:01084,,0,,
GVB:01085,01085,"Amsterdam, Kerklaan",52.407333,4.964467,0,stoparea:GVB:01084,,0,,
GVB:01086,01086,"Amsterdam, 't Nopeind",52.409788,4.964943,0,stoparea:GVB:01086,,0,,
GVB:01087,01087,"Amsterdam, 't Nopeind",52.409948,4.9645,0,stoparea:GVB:01086,,0,,
GVB:01088,01088,"Amsterdam, Zunderdorp",52.410057,4.962074,0,stoparea:GVB:01088,,0,,
GVB:01089,01089,"Amsterdam, Buikslotermeerdijk",52.401383,4.957088,0,stoparea:GVB:01089,,0,,
GVB:01090,01090,"Amsterdam, Buikslotermeerdijk",52.401348,4.957162,0,stoparea:GVB:01089,,0,,
GVB:01091,01091,"Amsterdam, Beemsterstraat",52.397596,4.951057,0,stoparea:GVB:01079,,0,,
GVB:01092,01092,"Amsterdam, Th. Weeversweg",52.398254,4.94438,0,stoparea:GVB:01092,,0,,
GVB:01093,01093,"Amsterdam, Th. Weeversweg",52.398218,4.944498,0,stoparea:GVB:01092,,0,,
GVB:01096,01096,"Amsterdam, Buikslotermeerplein",52.399834,4.934431,0,stoparea:GVB:01053,,0,,
GVB:01097,01097,"Amsterdam, Buikslotermeerplein",52.400013,4.934327,0,stoparea:GVB:01053,,0,,
GVB:01098,01098,"Amsterdam, Buikslotermeerplein",52.399952,4.934592,0,stoparea:GVB:01053,,0,,
GVB:01099,01099,"Amsterdam, Buikslotermeerplein",52.399788,4.93405,0,stoparea:GVB:01053,,0,,
GVB:01100,01100,"Amsterdam, Bakkerswaal",52.40239,4.937594,0,stoparea:GVB:01100,,1,,
GVB:01101,01101,"Amsterdam, Bakkerswaal",52.402227,4.937287,0,stoparea:GVB:01100,,1,,
GVB:01103,01103,"Amsterdam, Amerbos",52.403402,4.941404,0,stoparea:GVB:01103,,0,,
GVB:01104,01104,"Amsterdam, Amerbos",52.40301,4.942554,0,stoparea:GVB:01103,,0,,
GVB:01106,01106,"Amsterdam, Spelderholt",52.401273,4.944232,0,stoparea:GVB:01106,,1,,
GVB:01107,01107,"Amsterdam, Spelderholt",52.401093,4.94419,0,stoparea:GVB:01106,,1,,
GVB:01108,01108,"Amsterdam, J. Drijverweg",52.399431,4.944368,0,stoparea:GVB:01108,,1,,
GVB:01109,01109,"Amsterdam, J. Drijverweg",52.399646,4.944204,0,stoparea:GVB:01108,,0,,
GVB:01110,01110,"Amsterdam, Rode Kruisstraat",52.394553,4.928476,0,stoparea:GVB:01110,,1,,
GVB:01111,01111,"Amsterdam, Rode Kruisstraat",52.394878,4.928811,0,stoparea:GVB:01110,,1,,
GVB:01112,01112,"Amsterdam, Waddenweg",52.392633,4.926954,0,stoparea:GVB:01112,,0,,
GVB:01116,01116,"Amsterdam, Merelstraat",52.389866,4.924926,0,stoparea:GVB:01114,,1,,
GVB:01117,01117,"Amsterdam, Merelstraat",52.389956,4.925057,0,stoparea:GVB:01114,,1,,
GVB:01119,01119,"Amsterdam, Hamerstraat",52.386262,4.922672,0,stoparea:GVB:01119,,0,,
GVB:01121,01121,"Amsterdam, Hamerstraat",52.386004,4.921,0,stoparea:GVB:01119,,0,,
GVB:01122,01122,"Amsterdam, Havikslaan",52.385319,4.91829,0,stoparea:GVB:01122,,0,,
GVB:01123,01123,"Amsterdam, Havikslaan",52.385029,4.917603,0,stoparea:GVB:01122,,0,,
GVB:01124,01124,"Amsterdam, Valkenweg",52.383097,4.913275,0,stoparea:GVB:01124,,0,,
GVB:01125,01125,"Amsterdam, Valkenweg",52.383045,4.913775,0,stoparea:GVB:01124,,0,,
GVB:01126,01126,"Amsterdam, Spreeuwenpark",52.384512,4.914127,0,stoparea:GVB:01126,,0,,
GVB:01127,01127,"Amsterdam, Spreeuwenpark",52.385204,4.914296,0,stoparea:GVB:01126,,0,,
GVB:01130,01130,"Amsterdam, Hagedoornplein",52.38806,4.913619,0,stoparea:GVB:01130,,0,,
GVB:01131,01131,"Amsterdam, Hagedoornplein",52.388014,4.913473,0,stoparea:GVB:01130,,1,,
GVB:01138,01138,"Amsterdam, Grasweg",52.388421,4.905036,0,stoparea:GVB:01138,,,,
GVB:01139,01139,"Amsterdam, Grasweg",52.388556,4.905079,0,stoparea:GVB:01139,,,,
GVB:01151,01151,"Amsterdam, Mosplein",52.393571,4.914074,0,stoparea:GVB:01149,,1,,
GVB:01155,01155,"Amsterdam, Mosplein",52.393003,4.913581,0,stoparea:GVB:01149,,1,,
GVB:01156,01156,"Amsterdam, Sneeuwbalstraat",52.39633,4.913957,0,stoparea:GVB:01156,,1,,
GVB:01158,01158,"Amsterdam, Sneeuwbalstraat",52.396384,4.914132,0,stoparea:GVB:01156,,0,,
GVB:01161,01161,"Amsterdam, Eeuwige Jeugdlaan",52.405855,4.934208,0,stoparea:GVB:01161,,0,,
GVB:01166,01166,"Amsterdam, Barkpad",52.402621,4.911744,0,stoparea:GVB:01166,,1,,
GVB:01167,01167,"Amsterdam, Tjalkstraat",52.404924,4.910074,0,stoparea:GVB:01167,,1,,
GVB:01168,01168,"Amsterdam, Tjalkstraat",52.40572,4.911167,0,stoparea:GVB:01167,,1,,
GVB:01171,01171,"Amsterdam, Voordek",52.410488,4.916774,0,stoparea:GVB:01171,,0,,
GVB:01172,01172,"Amsterdam, Voordek",52.411002,4.91743,0,stoparea:GVB:01171,,0,,
GVB:01173,01173,"Amsterdam, Tussendek",52.412528,4.919237,0,stoparea:GVB:01173,,1,,
GVB:01174,01174,"Amsterdam, Tussendek",52.413133,4.919965,0,stoparea:GVB:01173,,1,,
GVB:01175,01175,"Amsterdam, Staghof",52.413701,4.922531,0,stoparea:GVB:01175,,0,,
GVB:01176,01176,"Amsterdam, Staghof",52.413406,4.922946,0,stoparea:GVB:01175,,0,,
GVB:01177,01177,"Amsterdam, Masthof",52.412239,4.925574,0,stoparea:GVB:01177,,1,,
GVB:01178,01178,"Amsterdam, Masthof",52.411944,4.926004,0,stoparea:GVB:01177,,1,,
GVB:01179,01179,"Amsterdam, Grootzeil",52.408782,4.924273,0,stoparea:GVB:01179,,0,,
GVB:01180,01180,"Amsterdam, Grootzeil",52.408185,4.923162,0,stoparea:GVB:01179,,1,,
GVB:01184,01184,"Amsterdam, Koopvaardersplantsoen",52.406733,4.915198,0,stoparea:GVB:01184,,0,,
GVB:01185,01185,"Amsterdam, Koopvaardersplantsoen",52.406225,4.916129,0,stoparea:GVB:01184,,0,,
GVB:01188,01188,"Amsterdam, Barkpad",52.402683,4.911479,0,stoparea:GVB:01166,,1,,
GVB:01189,01189,"Amsterdam, Pinksterbloemstraat",52.398525,4.912214,0,stoparea:GVB:01189,,1,,
GVB:01191,01191,"Amsterdam, Pinksterbloemstraat",52.398812,4.912035,0,stoparea:GVB:01189,,1,,
GVB:01193,01193,"Amsterdam, Slijperweg",52.399297,4.907534,0,stoparea:GVB:01193,,0,,
GVB:01194,01194,"Amsterdam, Slijperweg",52.399216,4.907681,0,stoparea:GVB:01193,,0,,
GVB:01197,01197,"Amsterdam, Draaierweg",52.400097,4.903278,0,stoparea:GVB:01197,,0,,
GVB:01198,01198,"Amsterdam, Draaierweg",52.40047,4.902202,0,stoparea:GVB:01197,,0,,
GVB:01203,01203,"Amsterdam, Meteorensingel",52.410214,4.891572,0,stoparea:GVB:01203,,1,,
GVB:01204,01204,"Amsterdam, Meteorensingel",52.410329,4.891071,0,stoparea:GVB:01203,,1,,
GVB:01205,01205,"Amsterdam, Maanstraat",52.412147,4.887347,0,stoparea:GVB:01205,,0,,
GVB:01206,01206,"Amsterdam, Maanstraat",52.412225,4.886832,0,stoparea:GVB:01205,,0,,
GVB:01208,01208,"Amsterdam, Meteorenweg",52.414791,4.881394,0,stoparea:GVB:01208,,1,,
GVB:01209,01209,"Amsterdam, Meteorenweg",52.414718,4.881306,0,stoparea:GVB:01208,,1,,
GVB:01210,01210,"Amsterdam, Kometensingel",52.416521,4.882623,0,stoparea:GVB:01210,,1,,
GVB:01211,01211,"Amsterdam, Kometensingel",52.41663,4.882843,0,stoparea:GVB:01210,,1,,
GVB:01212,01212,"Amsterdam, Oostzanerdijk",52.420238,4.881493,0,stoparea:GVB:01212,,1,,
GVB:01213,01213,"Amsterdam, Oostzanerdijk",52.42037,4.88083,0,stoparea:GVB:01212,,1,,
GVB:01214,01214,"Amsterdam, Bovenkruier",52.420114,4.884052,0,stoparea:GVB:01214,,0,,
GVB:01215,01215,"Amsterdam, Bovenkruier",52.420285,4.884139,0,stoparea:GVB:01214,,0,,
GVB:01216,01216,"Amsterdam, Petmolen",52.4179,4.885518,0,stoparea:GVB:01216,,1,,
GVB:01219,01219,"Amsterdam, Petmolen",52.417193,4.886232,0,stoparea:GVB:01216,,1,,
GVB:01222,01222,"Amsterdam, Standerdmolen",52.416202,4.892181,0,stoparea:GVB:01222,,1,,
GVB:01223,01223,"Amsterdam, Standerdmolen",52.416306,4.893268,0,stoparea:GVB:01222,,1,,
GVB:01224,01224,"Amsterdam, Appelweg",52.415552,4.895613,0,stoparea:GVB:01224,,0,,
GVB:01225,01225,"Amsterdam, Appelweg",52.415802,4.895405,0,stoparea:GVB:01224,,0,,
GVB:01226,01226,"Amsterdam, Druivenstraat",52.412742,4.898702,0,stoparea:GVB:01226,,0,,
GVB:01227,01227,"Amsterdam, Druivenstraat",52.412326,4.898104,0,stoparea:GVB:01226,,0,,
GVB:01228,01228,"Amsterdam, Ananasplein",52.41032,4.895554,0,stoparea:GVB:01228,,0,,
GVB:01229,01229,"Amsterdam, Ananasplein",52.410691,4.896108,0,stoparea:GVB:01228,,0,,
GVB:01237,01237,"Amsterdam, Beemsterstraat",52.397123,4.952105,0,stoparea:GVB:01079,,0,,
GVB:01275,01275,"Amsterdam, Banne Buikslootlaan",52.408153,4.917416,0,stoparea:GVB:01275,,,,
GVB:01277,01277,"Amsterdam, Statenjachtstraat",52.407905,4.913642,0,stoparea:GVB:01277,,1,,
GVB:01278,01278,"Amsterdam, Statenjachtstraat",52.407905,4.913804,0,stoparea:GVB:01277,,1,,
GVB:01324,01324,"Amsterdam, Volkstuin",52.387151,4.968214,0,stoparea:GVB:01324,,1,,
GVB:01325,01325,"Amsterdam, Volkstuin",52.386775,4.968717,0,stoparea:GVB:01324,,0,,
GVB:01326,01326,"Amsterdam, Bloemend.gouw 51",52.39605,5.008695,0,stoparea:GVB:01326,,0,,
GVB:01327,01327,"Amsterdam, Bloemend.gouw 51",52.396059,5.008621,0,stoparea:GVB:01326,,0,,
GVB:01328,01328,"Amsterdam, Het Breed",52.397724,4.937333,0,stoparea:GVB:01328,,0,,
GVB:01337,01337,"Amsterdam, Dorpsweg 38",52.391754,4.994907,0,stoparea:GVB:01337,,0,,
GVB:01338,01338,"Amsterdam, Dorpsweg 38",52.392436,4.994505,0,stoparea:GVB:01337,,1,,
GVB:01339,01339,"Amsterdam, G.J. Scheurleerweg",52.403912,4.929114,0,stoparea:GVB:01339,,1,,
GVB:01340,01340,"Amsterdam, G.J. Scheurleerweg",52.403732,4.929146,0,stoparea:GVB:01339,,1,,
GVB:01346,01346,"Amsterdam, Nageljongenstraat",52.40824,4.898942,0,stoparea:GVB:01346,,1,,
GVB:01347,01347,"Amsterdam, Nageljongenstraat",52.408154,4.899781,0,stoparea:GVB:01346,,1,,
GVB:01351,01351,"Amsterdam, Oosterlengte",52.405827,4.92232,0,stoparea:GVB:01351,,0,,
GVB:01352,01352,"Amsterdam, Oosterlengte",52.406113,4.922067,0,stoparea:GVB:01351,,0,,
GVB:01353,01353,"Amsterdam, BovenIJ ziekenhuis",52.405386,4.920017,0,stoparea:GVB:01353,,0,,
GVB:01354,01354,"Amsterdam, BovenIJ ziekenhuis",52.405701,4.920102,0,stoparea:GVB:01353,,0,,
GVB:01358,01358,"Amsterdam, Durgerd.dijk 143",52.378927,4.994375,0,stoparea:GVB:01358,,0,,
GVB:01359,01359,"Amsterdam, Molenwijk",52.418069,4.893616,0,stoparea:GVB:01359,,0,,
GVB:01361,01361,"Amsterdam, Molenwijk",52.418024,4.893631,0,stoparea:GVB:01359,,0,,
GVB:01362,01362,"Amsterdam, Molenwijk",52.41797,4.893646,0,stoparea:GVB:01359,,0,,
GVB:01363,01363,"Amsterdam, Hildsven",52.399432,4.939681,0,stoparea:GVB:01363,,0,,
GVB:01364,01364,"Amsterdam, Hildsven",52.399923,4.938868,0,stoparea:GVB:01363,,0,,
GVB:01365,01365,"Amsterdam, Atatürk",52.403194,4.89794,0,stoparea:GVB:01365,,0,,
GVB:01366,01366,"Amsterdam, Atatürk",52.403274,4.897763,0,stoparea:GVB:01365,,0,,
GVB:01367,01367,"Amsterdam, Tuigerstraat",52.406374,4.899624,0,stoparea:GVB:01367,,0,,
GVB:01368,01368,"Amsterdam, Tuigerstraat",52.406193,4.899406,0,stoparea:GVB:01367,,0,,
GVB:01369,01369,"Amsterdam, Pomonastraat",52.408864,4.895467,0,stoparea:GVB:01369,,1,,
GVB:01370,01370,"Amsterdam, Pomonastraat",52.408828,4.895467,0,stoparea:GVB:01369,,1,,
GVB:01371,01371,"Amsterdam, Buiksloterwegveer",52.38242,4.903677,0,stoparea:GVB:01371,,1,,
GVB:01372,01372,"Amsterdam, Buiksloterwegveer",52.382502,4.903838,0,stoparea:GVB:01371,,1,,
GVB:01377,01377,"Amsterdam, Molenwijk",52.418266,4.893555,0,stoparea:GVB:01359,,0,,
GVB:01378,01378,"Amsterdam, Molenaarsweg",52.421462,4.886301,0,stoparea:GVB:01378,,0,,
GVB:01379,01379,"Amsterdam, Molenaarsweg",52.421467,4.887462,0,stoparea:GVB:01378,,0,,
GVB:01380,01380,"Amsterdam, Zuideinde",52.420079,4.893005,0,stoparea:GVB:01380,,0,,
GVB:01381,01381,"Amsterdam, Zuideinde",52.420115,4.892887,0,stoparea:GVB:01380,,0,,
GVB:01382,01382,"Amsterdam, Vorticellaweg",52.419755,4.908047,0,stoparea:GVB:01382,,0,,
GVB:01383,01383,"Amsterdam, Vorticellaweg",52.419969,4.907662,0,stoparea:GVB:01382,,0,,
GVB:01386,01386,"Amsterdam, Zuiderzeeweg",52.382419,4.969492,0,stoparea:GVB:01386,,0,,
GVB:01387,01387,"Amsterdam, Zuiderzeeweg",52.382381,4.971505,0,stoparea:GVB:01386,,0,,
GVB:01388,01388,"Amsterdam, Liergouw",52.383321,4.970468,0,stoparea:GVB:01388,,0,,
GVB:01389,01389,"Amsterdam, Liergouw",52.383349,4.970761,0,stoparea:GVB:01388,,0,,
GVB:01401,01401,"Amsterdam, Klaprozenweg",52.398385,4.906574,0,stoparea:GVB:01193,,1,,
GVB:01403,01403,"Amsterdam, Distelweg",52.394514,4.902678,0,stoparea:GVB:01403,,1,,
GVB:01404,01404,"Amsterdam, Distelweg",52.394224,4.902314,0,stoparea:GVB:01403,,1,,
GVB:01406,01406,"Amsterdam, Klaprozenweg",52.397863,4.906285,0,stoparea:GVB:01406,,0,,
GVB:01409,01409,"Amsterdam, Kadoelenpad",52.41336,4.911291,0,stoparea:GVB:01409,,1,,
GVB:01410,01410,"Amsterdam, Kadoelenpad",52.413908,4.911403,0,stoparea:GVB:01409,,1,,
GVB:01411,01411,"Amsterdam, Meidoornplein",52.38754,4.9117,0,stoparea:GVB:01411,,0,,
GVB:01412,01412,"Amsterdam, Meidoornplein",52.387357,4.911071,0,stoparea:GVB:01411,,0,,
GVB:01414,01414,"Amsterdam, Olof Palmeplein",52.396791,4.940119,0,stoparea:GVB:01066,,0,,
GVB:01415,01415,"Amsterdam, Olof Palmeplein",52.396683,4.940164,0,stoparea:GVB:01066,,0,,
GVB:01416,01416,"Amsterdam, Olof Palmeplein",52.396718,4.939841,0,stoparea:GVB:01066,,0,,
GVB:01417,01417,"Amsterdam, Johan v.Hasseltweg",52.387846,4.923096,0,stoparea:GVB:01417,,0,,
GVB:01420,01420,"Amsterdam, Fluitschipstraat",52.403636,4.916009,0,stoparea:GVB:01420,,0,,
GVB:01421,01421,"Amsterdam, Fluitschipstraat",52.403771,4.916184,0,stoparea:GVB:01420,,0,,
GVB:01424,01424,"Amsterdam, Molenwijk",52.418203,4.893482,0,stoparea:GVB:01359,,0,,
GVB:01433,01433,"Amsterdam, Lange Vonder",52.421872,4.896146,0,stoparea:GVB:01433,,1,,
GVB:01434,01434,"Amsterdam, Lange Vonder",52.421909,4.896454,0,stoparea:GVB:01433,,1,,
GVB:01435,01435,"Amsterdam, P.A. v. Heijningestraat",52.422101,4.899378,0,stoparea:GVB:01435,,1,,
GVB:01436,01436,"Amsterdam, P.A. v. Heijningestraat",52.422067,4.89976,0,stoparea:GVB:01435,,1,,
GVB:01443,01443,"Amsterdam, Volendammerweg",52.392557,4.956968,0,stoparea:GVB:01005,,1,,
GVB:01446,01446,"Amsterdam, Johan v.Hasseltweg",52.387918,4.923227,0,stoparea:GVB:01417,,1,,
GVB:02013,02013,"Amsterdam, Oderweg",52.390109,4.821445,0,stoparea:GVB:02013,,0,,
GVB:02014,02014,"Amsterdam, Kapoeasweg",52.390122,4.82807,0,stoparea:GVB:02014,,0,,
GVB:02015,02015,"Amsterdam, Kastrupstraat",52.39013,4.833579,0,stoparea:GVB:02015,,0,,
GVB:02018,02018,"Amsterdam, Koivistokade",52.397897,4.875768,0,stoparea:GVB:02018,,0,,
GVB:02019,02019,"Amsterdam, Koivistokade",52.397904,4.875371,0,stoparea:GVB:02018,,0,,
GVB:02043,02043,"Amsterdam, Nieuwe Hemweg",52.401076,4.850972,0,stoparea:GVB:02043,,1,,
GVB:02055,02055,"Amsterdam, Nieuwe Hemweg",52.401679,4.849099,0,stoparea:GVB:02043,,1,,
GVB:02060,02060,"Amsterdam, Spaarndammerdijk",52.392607,4.860404,0,stoparea:GVB:02060,,0,,
GVB:02061,02061,"Amsterdam, Spaarndammerdijk",52.392399,4.862037,0,stoparea:GVB:02060,,1,,
GVB:02064,02064,"Amsterdam, Kabelweg",52.39205,4.848275,0,stoparea:GVB:02064,,0,,
GVB:02065,02065,"Amsterdam, Kabelweg",52.391701,4.848618,0,stoparea:GVB:02064,,0,,
GVB:02066,02066,"Amsterdam, La Guardiaweg",52.391904,4.84008,0,stoparea:GVB:02066,,0,,
GVB:02086,02086,"Amsterdam, Solebaystraat",52.385011,4.85594,0,stoparea:GVB:02086,,0,,
GVB:02088,02088,"Amsterdam, Vredenhof",52.385199,4.863782,0,stoparea:GVB:02088,,0,,
GVB:02089,02089,"Amsterdam, Vredenhof",52.385273,4.862386,0,stoparea:GVB:02088,,0,,
GVB:02091,02091,"Amsterdam, Oostzaanstraat",52.392811,4.873932,0,stoparea:GVB:02017,,0,,
GVB:02095,02095,"Amsterdam, Oderweg",52.390184,4.820284,0,stoparea:GVB:02013,,0,,
GVB:02096,02096,"Amsterdam, Kapoeasweg",52.390153,4.82688,0,stoparea:GVB:02014,,0,,
GVB:02097,02097,"Amsterdam, Kastrupstraat",52.390163,4.832947,0,stoparea:GVB:02015,,0,,
GVB:02098,02098,"Amsterdam, Oostzaanstraat",52.392896,4.874974,0,stoparea:GVB:02017,,,,
GVB:02102,02102,"Amsterdam, Spaarndammerstraat",52.391475,4.878883,0,stoparea:GVB:02102,,0,,
GVB:02103,02103,"Amsterdam, Spaarndammerstraat",52.392162,4.877656,0,stoparea:GVB:02102,,0,,
GVB:02104,02104,"Amsterdam, Houtmankade",52.390858,4.883929,0,stoparea:GVB:02104,,0,,
